dt,Y,M,D,away_team,home_team,away_score,home_score,away_pitcher_id,home_pitcher_id,away_1_id,away_2_id,away_3_id,away_4_id,away_5_id,away_6_id,away_7_id,away_8_id,away_9_id,home_1_id,home_2_id,home_3_id,home_4_id,home_5_id,home_6_id,home_7_id,home_8_id,home_9_id,outcome
2020-07-23,2020,7,23,SFN,LAN,1,8,cuetj001,may-d003,yastm001,florw001,sandp001,dicka001,pench001,mccaj002,dubom001,crawb001,heint001,muncm001,bettm001,bellc002,turnj001,seagc001,herne001,pedej001,polla001,barna001,1
2020-07-23,2020,7,23,NYA,WAS,4,1,coleg001,schem001,hicka001,judga001,torrg001,stanm004,gardb001,sancg002,voitl001,urshg001,wadet002,turnt001,eatoa002,casts001,kendh001,thame001,suzuk001,cabra002,steva001,roblv001,0
2020-07-24,2020,7,24,COL,TEX,0,1,marqg001,lynnl001,dahld001,stort001,blacc001,arenn001,murpd006,mcmar001,tapir001,hills005,woltt001,choos001,andre001,santd001,gallj002,odorr001,frazt001,chirr001,solan001,kinei001,1
2020-07-24,2020,7,24,TOR,TBA,6,4,ryu-h001,mortc002,bichb001,biggc002,guerv002,shawt001,gricr001,tellr001,hernt002,fishd001,jansd001,diazy001,renfh001,tsuty001,martj008,margm001,brosm001,adamw002,kierk001,zunim001,0
2020-07-24,2020,7,24,LAA,OAK,3,7,heLAA001,montf001,fletd002,troum001,ohtas001,uptoj001,lastt001,pujoa001,castj006,simma001,goodb001,semim001,laurr001,chapm001,davik003,olsom001,pindc001,canhm001,piscs001,murps001,1
2020-07-24,2020,7,24,SEA,HOU,2,8,gonzm005,verlj001,longs001,white005,seagk001,lewik001,voged001,nolaa002,marmj001,crawj002,smitm007,sprig001,altuj001,brega001,branm003,gurry001,corrc001,reddj001,diaza003,maldm001,1
2020-07-24,2020,7,24,MIN,CHA,10,5,berrj001,gioll001,keplm001,donaj001,polaj001,cruzn002,rosae001,garvm001,cavej001,sanom001,arral001,andet001,moncy001,abrej003,grany001,encae001,jimee001,robel002,delmn001,garcl004,0
2020-07-24,2020,7,24,BAL,BOS,2,13,milot001,eovan001,haysa001,santa003,iglej001,nuner001,davic003,albeh001,ruizr002,sevep001,stewd002,benia002,martj006,dever001,bogax001,pillk001,vazqc001,chavm001,bradj001,peraj003,1
2020-07-24,2020,7,24,KCA,CLE,0,2,duffd001,biebs001,merrw001,mondr003,solej001,peres002,gorda001,mcbrr001,franm004,lopen001,starb001,hernc005,ramij003,lindf001,santc002,reyef001,luplj001,santd002,perer003,merco003,1
2020-07-24,2020,7,24,ARI,SDN,2,7,bumgm001,paddc001,martk001,perad001,marts002,escoe001,walkc002,calhk001,kellc002,lambj001,ahmen001,tatif002,machm001,phamt001,profj001,hosme001,myerw001,frant002,mejif001,grist001,1
2020-07-24,2020,7,24,MIA,PHI,5,2,alcas001,nolaa001,villj001,aguij001,dickc002,ramih004,andeb006,coopg002,diazi001,cervf001,rojam002,mccua001,hoskr001,harpb003,realj001,gregd001,seguj002,brucj001,kings001,quinr003,0
2020-07-24,2020,7,24,ATL,NYN,0,1,sorom001,degrj001,acunr001,albio001,freef001,ozunm001,adamm002,rilea001,swand001,incie001,jacka002,nimmb001,mcnej002,alonp001,confm001,cespy001,canor001,davij006,ramow001,rosaa003,1
2020-07-24,2020,7,24,SFN,LAN,1,9,andet002,strir001,yastm001,florw001,sandp001,dicka001,mccaj002,dubom001,crawb001,davij008,branr002,bettm001,muncm001,turnj001,bellc002,herne001,seagc001,taylc001,pedej001,smitw003,1
2020-07-24,2020,7,24,DET,CIN,1,7,boydm001,grays001,goodn002,schoj001,cabrm001,cronc002,stewc002,candj002,maybc001,romia002,jonej006,ervip001,vottj001,suare001,castn001,mousm001,davim005,senzn001,galvf001,casac001,1
2020-07-24,2020,7,24,MIL,CHN,0,3,woodb005,hendk001,sogae001,yelic001,hiurk001,smoaj001,braur002,garca003,narvo001,cainl001,arcio002,bryak001,rizza001,baezj001,schwk001,contw001,heywj001,carav001,hoern001,happi001,1
2020-07-24,2020,7,24,PIT,SLN,4,5,musgj001,flahj002,newmk001,reynb001,fraza001,bellj005,morac001,osunj001,hereg002,stalj001,dysoj001,wongk001,edmat001,goldp001,dejop001,carpm002,moliy001,fowld001,oneit001,badeh001,1
2020-07-25,2020,7,25,MIN,CHA,3,10,dobnr001,keucd001,garvm001,donaj001,cruzn002,polaj001,sanom001,rosae001,gonzm002,keplm001,adrie001,andet001,moncy001,abrej003,encae001,jimee001,delmn001,robel002,mccaj001,garcl004,1
2020-07-25,2020,7,25,COL,TEX,3,2,grayj003,minom001,dahld001,stort001,arenn001,blacc001,kempm001,mcmar001,owinc001,hampg001,buted001,choos001,andre001,santd001,gallj002,odorr001,frazt001,calhw001,guzmr001,mathj001,0
2020-07-25,2020,7,25,TOR,TBA,1,4,shoem001,yarbr001,bichb001,biggc002,gurrl001,guerv002,shawt001,gricr001,hernt002,mcgur002,espis001,choij001,loweb001,diazy001,tsuty001,wendj002,margm001,kierk001,adamw002,perem005,1
2020-07-25,2020,7,25,LAA,OAK,4,1,bundd001,mLAAs001,fletd002,troum001,uptoj001,pujoa001,wardt002,lastt001,hermm001,stasm001,simma001,semim001,laurr001,chapm001,olsom001,davik003,piscs001,grosr001,pindc001,allea001,0
2020-07-25,2020,7,25,SEA,HOU,2,7,walkt004,mccul002,longs001,white005,seagk001,lewik001,nolaa002,voged001,gordd002,crawj002,smitm007,sprig001,altuj001,brega001,branm003,gurry001,corrc001,reddj001,tuckk001,maldm001,1
2020-07-25,2020,7,25,KCA,CLE,3,2,singb001,clevm001,merrw001,mondr003,solej001,peres002,gorda001,mcbrr001,franm004,lopen001,starb001,hernc005,ramij003,lindf001,santc002,reyef001,johnd006,merco003,perer003,zimmb001,0
2020-07-25,2020,7,25,BAL,BOS,7,2,cobba001,perem004,haysa001,albeh001,iglej001,santa003,nuner001,sevep001,davic003,valap001,mullc002,benia002,martj006,dever001,morem001,peraj003,verda001,bradj001,plawk001,lin-t001,0
2020-07-25,2020,7,25,SFN,LAN,5,4,webbl001,wooda002,slata001,solad001,florw001,ruf-d001,pench001,yastm001,davij008,dubom001,heint001,muncm001,bettm001,bellc002,turnj001,seagc001,taylc001,pedej001,herne001,barna001,0
2020-07-25,2020,7,25,PIT,SLN,1,9,willt002,waina001,newmk001,reynb001,fraza001,bellj005,morac001,evanp001,hereg002,murpj001,tuckc001,wongk001,edmat001,goldp001,dejop001,carpm002,moliy001,fowld001,oneit001,badeh001,1
2020-07-25,2020,7,25,ARI,SDN,1,5,ray-r002,lamed001,martk001,perad001,marts002,escoe001,walkc002,calhk001,vogts001,lambj001,ahmen001,tatif002,machm001,phamt001,profj001,frant002,myerw001,olive001,hedga001,grist001,1
2020-07-25,2020,7,25,MIA,PHI,1,7,smitc006,wheez001,villj001,aguij001,dickc002,ramih004,andeb006,coopg002,rojam002,wallc001,bertj001,mccua001,hoskr001,harpb003,realj001,seguj002,gregd001,kings001,gossp001,quinr003,1
2020-07-25,2020,7,25,ATL,NYN,5,3,friem001,matzs001,acunr001,albio001,freef001,ozunm001,duvaa001,swand001,camaj001,rilea001,jacka002,mcnej002,davij006,alonp001,cespy001,canor001,ramow001,confm001,rosaa003,nimmb001,0
2020-07-25,2020,7,25,DET,CIN,6,4,novai001,castl003,goodn002,schoj001,cabrm001,cronc002,stewc002,candj002,maybc001,romia002,jonej006,winkj002,vottj001,suare001,mousm001,castn001,akiys001,senzn001,galvf001,casac001,0
2020-07-25,2020,7,25,MIL,CHN,8,3,burnc002,darvy001,sogae001,yelic001,hiurk001,smoaj001,garca003,narvo001,cainl001,gameb001,arcio002,bryak001,rizza001,baezj001,schwk001,contw001,heywj001,carav001,kipnj001,happi001,0
2020-07-25,2020,7,25,NYA,WAS,2,9,paxtj001,fedde001,lemad001,judga001,torrg001,stanm004,hicka001,voitl001,sancg002,urshg001,gardb001,turnt001,eatoa002,casts001,kendh001,cabra002,suzuk001,kiebc001,roblv001,taylm002,1
2020-07-26,2020,7,26,BAL,BOS,7,4,leblw001,weber001,haysa001,santa003,iglej001,ruizr002,albeh001,davic003,nuner001,siscc001,stewd002,peraj003,martj006,dever001,bogax001,pillk001,vazqc001,verda001,chavm001,bradj001,0
2020-07-26,2020,7,26,COL,TEX,5,2,freek001,klubc001,dahld001,stort001,blacc001,arenn001,murpd006,mcmar001,tapir001,hills005,woltt001,andre001,solan001,santd001,gallj002,odorr001,frazt001,chirr001,calhw001,refsr001,0
2020-07-26,2020,7,26,TOR,TBA,5,6,hatct001,snelb001,bichb001,biggc002,guerv002,tellr001,gricr001,hernt002,jansd001,drurb001,alfoa002,choij001,loweb001,diazy001,martj008,kierk001,margm001,renfh001,adamw002,zunim001,1
2020-07-26,2020,7,26,SEA,HOU,7,6,kikuy001,greiz001,longs001,crawj002,lewik001,seagk001,white005,marmj001,lopet001,smitm007,hudsj002,sprig001,altuj001,branm003,brega001,gurry001,corrc001,jonet005,reddj001,maldm001,0
2020-07-26,2020,7,26,KCA,CLE,2,9,bolar001,carrc003,merrw001,mondr003,solej001,peres002,gorda001,franm004,cordf003,mejie001,philb002,hernc005,ramij003,lindf001,santc002,reyef001,santd002,zimmb001,leons001,chany001,1
2020-07-26,2020,7,26,MIN,CHA,14,2,maedk001,loper003,keplm001,donaj001,polaj001,cruzn002,rosae001,cavej001,arral001,gonzm002,avila001,andet001,delmn001,abrej003,grany001,encae001,jimee001,robel002,mendd002,garcl004,0
2020-07-26,2020,7,26,NYA,WAS,3,2,loaij001,corbp001,lemad001,judga001,torrg001,stanm004,voitl001,urshg001,andum001,higak001,taucm001,turnt001,eatoa002,casts001,kendh001,thame001,cabra002,roblv001,gomey001,taylm002,0
2020-07-26,2020,7,26,LAA,OAK,4,6,ohtas001,fierm001,fletd002,troum001,lastt001,uptoj001,walsj001,simma001,castj006,thaim001,goodb001,semim001,laurr001,chapm001,olsom001,canhm001,grosr001,machv001,murps001,kempt001,1
2020-07-26,2020,7,26,ARI,SDN,4,3,gallz001,richg002,martk001,perad001,marts002,escoe001,calhk001,kellc002,lambj001,cronk001,ahmen001,tatif002,grist001,machm001,phamt001,hosme001,myerw001,profj001,hedga001,naylj001,0
2020-07-26,2020,7,26,MIL,CHN,1,9,peraf001,chatt001,sogae001,yelic001,hiurk001,smoaj001,morrl001,narvo001,cainl001,gameb001,arcio002,bryak001,rizza001,baezj001,schwk001,contw001,heywj001,hoern001,carav001,happi001,1
2020-07-26,2020,7,26,DET,CIN,3,2,turns003,bauet001,goodn002,schoj001,cabrm001,cronc002,stewc002,casth001,reyev001,greig001,jonej006,winkj002,vottj001,suare001,castn001,vanmj001,akiys001,galvf001,jankt001,casac001,0
2020-07-26,2020,7,26,PIT,SLN,5,1,kellm003,hudsd002,fraza001,reynb001,bellj005,morac001,evanp001,osunj001,dysoj001,stalj001,gonze004,wongk001,edmat001,goldp001,dejop001,carpm002,moliy001,fowld001,oneit001,thoml002,0
2020-07-26,2020,7,26,ATL,NYN,14,1,newcs001,porcr001,acunr001,albio001,freef001,ozunm001,adamm002,swand001,rilea001,incie001,contw002,rosaa003,mcnej002,alonp001,cespy001,confm001,davij006,canor001,nidot001,nimmb001,0
2020-07-26,2020,7,26,MIA,PHI,11,6,duggr001,velav001,villj001,bertj001,dickc002,aguij001,andeb006,cervf001,diazi001,rojam002,sierm002,hasea001,hoskr001,harpb003,realj001,gregd001,seguj002,brucj001,kings001,walkn001,0
2020-07-26,2020,7,26,SFN,LAN,3,1,smyld001,uriaj001,yastm001,florw001,ruf-d001,pench001,solad001,heint001,davij008,crawb001,dubom001,bettm001,muncm001,turnj001,bellc002,taylc001,seagc001,herne001,polla001,smitw003,0
2020-07-27,2020,7,27,KCA,DET,14,6,montm002,fulmm001,merrw001,solej001,mondr003,peres002,ohear001,franm004,gorda001,cordf003,philb002,goodn002,schoj001,cabrm001,cronc002,mercj002,maybc001,reyev001,romia002,jonej006,0
2020-07-27,2020,7,27,ATL,TBA,5,14,foltm001,glast001,acunr001,albio001,freef001,ozunm001,adamm002,swand001,rilea001,incie001,contw002,choij001,loweb001,martj008,tsuty001,renfh001,wendj002,adamw002,kierk001,zunim001,1
2020-07-27,2020,7,27,LAA,OAK,0,3,canng001,bassc001,fletd002,troum001,ohtas001,uptoj001,lastt001,pujoa001,castj006,simma001,goodb001,semim001,laurr001,chapm001,olsom001,canhm001,davik003,piscs001,murps001,kempt001,1
2020-07-27,2020,7,27,SEA,HOU,5,8,gravk001,jamej002,longs001,crawj002,lewik001,seagk001,white005,marmj001,nolaa002,lopet001,gordd002,sprig001,altuj001,brega001,branm003,gurry001,corrc001,reddj001,tuckk001,garnd001,1
2020-07-27,2020,7,27,TOR,WAS,4,1,thort002,sanca004,hernt002,biggc002,gurrl001,guerv002,tellr001,drurb001,panij002,jansd001,fishd001,turnt001,eatoa002,casts001,kendh001,cabra002,thame001,suzuk001,roblv001,taylm002,0
2020-07-27,2020,7,27,ARI,SDN,2,6,weavl001,luccj001,martk001,vargi001,marts002,escoe001,walkc002,calhk001,kellc002,perad001,ahmen001,tatif002,grist001,machm001,phamt001,profj001,myerw001,garcg002,mejif001,olive001,1
2020-07-27,2020,7,27,MIL,PIT,6,5,housa001,braus002,cainl001,hiurk001,yelic001,braur002,gyorj001,garca003,smoaj001,pinam001,arcio002,fraza001,newmk001,bellj005,morac001,reynb001,osunj001,polag001,stalj001,dysoj001,0
2020-07-27,2020,7,27,CHN,CIN,8,7,lestj001,milew001,bryak001,rizza001,baezj001,schwk001,contw001,souzs001,boted002,hoern001,almoa002,ervip001,vottj001,suare001,castn001,aquia001,coloc002,farmk001,galvf001,casac001,0
2020-07-27,2020,7,27,NYN,BOS,7,4,wachm001,osicj001,rosaa003,alonp001,mcnej002,davij006,confm001,ramow001,canor001,smitd008,nimmb001,benia002,martj006,dever001,bogax001,morem001,vazqc001,verda001,bradj001,peraj003,0
2020-07-28,2020,7,28,KCA,DET,3,4,zimmk001,garcr007,merrw001,solej001,mondr003,peres002,ohear001,franm004,gorda001,herno002,philb002,goodn002,schoj001,cabrm001,cronc002,stewc002,candj002,maybc001,romia002,jonej006,1
2020-07-28,2020,7,28,ATL,TBA,2,5,wrigk001,chiry001,acunr001,albio001,freef001,ozunm001,adamm002,swand001,camaj001,incie001,jacka002,choij001,loweb001,diazy001,tsuty001,martj008,wendj002,renfh001,kierk001,perem005,1
2020-07-28,2020,7,28,COL,OAK,8,3,senza001,mengd001,dahld001,stort001,blacc001,arenn001,murpd006,mcmar001,tapir001,hills005,woltt001,semim001,laurr001,chapm001,olsom001,canhm001,davik003,grosr001,pindc001,allea001,0
2020-07-28,2020,7,28,SLN,MIN,3,6,martc006,bailh001,wongk001,edmat001,goldp001,dejop001,carpm002,moliy001,fowld001,oneit001,badeh001,keplm001,donaj001,polaj001,cruzn002,rosae001,garvm001,arral001,sanom001,buxtb001,1
2020-07-28,2020,7,28,LAN,HOU,5,2,buehw001,valdf001,bettm001,muncm001,turnj001,bellc002,taylc001,seagc001,polla001,herne001,smitw003,sprig001,altuj001,brega001,branm003,gurry001,corrc001,reddj001,tuckk001,maldm001,0
2020-07-28,2020,7,28,ARI,TEX,4,1,kellm002,gibsk002,martk001,calhk001,marts002,escoe001,walkc002,perad001,lambj001,vogts001,ahmen001,choos001,santd001,odorr001,gallj002,frazt001,calhw001,andre001,chirr001,kinei001,0
2020-07-28,2020,7,28,CHA,CLE,3,5,rodoc001,pluta001,andet001,moncy001,abrej003,delmn001,collz001,mccaj001,robel002,garcl004,mendd002,luplj001,ramij003,lindf001,santc002,reyef001,santd002,chany001,leons001,merco003,1
2020-07-28,2020,7,28,NYN,BOS,8,3,peted003,hallm002,rosaa003,alonp001,mcnej002,davij006,confm001,cespy001,canor001,ramow001,nimmb001,peraj003,martj006,dever001,bogax001,pillk001,chavm001,bradj001,plawk001,benia002,0
2020-07-28,2020,7,28,SEA,LAA,2,10,shefj001,sandp002,longs001,white005,lewik001,seagk001,lopet001,crawj002,moord002,smitm007,odomj001,fletd002,troum001,renda001,uptoj001,ohtas001,pujoa001,lastt001,stasm001,wardt002,1
2020-07-28,2020,7,28,TOR,WAS,5,1,roart001,votha001,hernt002,biggc002,gurrl001,guerv002,tellr001,drurb001,panij002,espis001,mcgur002,turnt001,eatoa002,kendh001,cabra002,thame001,casts001,roblv001,gomey001,bonie001,0
2020-07-28,2020,7,28,SDN,SFN,5,3,daviz001,samaj001,tatif002,grist001,machm001,phamt001,hosme001,profj001,myerw001,mejif001,naylj001,yastm001,sandp001,florw001,dicka001,heint001,crawb001,davij008,mccaj002,dubom001,0
2020-07-28,2020,7,28,MIL,PIT,6,8,lindj004,holld003,cainl001,hiurk001,yelic001,braur002,gyorj001,garca003,smoaj001,pinam001,arcio002,fraza001,newmk001,bellj005,morac001,reynb001,evanp001,hereg002,tuckc001,murpj001,1
2020-07-28,2020,7,28,CHN,CIN,8,5,milla003,mahlt001,rizza001,carav001,baezj001,schwk001,happi001,heywj001,boted002,kipnj001,hoern001,akiys001,vottj001,suare001,winkj002,castn001,vanmj001,aquia001,galvf001,casac001,0
2020-07-28,2020,7,28,CHA,CLE,3,4,ceasd001,civaa001,andet001,moncy001,abrej003,grany001,encae001,delmn001,robel002,garcl004,engea001,hernc005,ramij003,lindf001,santc002,freem002,johnd006,zimmb001,perer003,alleg002,1
2020-07-29,2020,7,29,ARI,TEX,4,7,bumgm001,lynnl001,martk001,calhk001,escoe001,walkc002,perad001,lambj001,kellc002,jay-j001,ahmen001,andre001,solan001,odorr001,gallj002,frazt001,garca005,kinei001,heins001,trevj001,1
2020-07-29,2020,7,29,COL,OAK,5,1,marqg001,montf001,dahld001,stort001,blacc001,arenn001,murpd006,mcmar001,hills005,hampg001,woltt001,semim001,laurr001,chapm001,olsom001,canhm001,grosr001,piscs001,machv001,murps001,0
2020-07-29,2020,7,29,SLN,MIN,0,3,poncd001,hillr001,wongk001,edmat001,goldp001,dejop001,oneit001,moliy001,fowld001,raver001,badeh001,arral001,donaj001,polaj001,cruzn002,rosae001,sanom001,cavej001,gonzm002,avila001,1
2020-07-29,2020,7,29,LAN,HOU,4,2,may-d003,javic001,muncm001,bettm001,bellc002,turnj001,seagc001,taylc001,pedej001,beatm001,barna001,tuckk001,altuj001,brega001,branm003,gurry001,corrc001,reddj001,stram002,maldm001,0
2020-07-29,2020,7,29,KCA,DET,4,5,duffd001,boydm001,merrw001,solej001,peres002,franm004,mcbrr001,mondr003,cordf003,starb001,lopen001,goodn002,schoj001,cabrm001,cronc002,candj002,stewc002,reyev001,greig001,jonej006,1
2020-07-29,2020,7,29,CHA,CLE,4,0,gioll001,plesz001,andet001,moncy001,abrej003,grany001,encae001,jimee001,robel002,garcl004,engea001,hernc005,ramij003,lindf001,santc002,reyef001,zimmb001,santd002,taylb003,merco003,0
2020-07-29,2020,7,29,NYA,BAL,9,3,coleg001,wojca001,lemad001,judga001,torrg001,stanm004,hicka001,fordm002,sancg002,urshg001,gardb001,haysa001,santa003,iglej001,ruizr002,albeh001,nuner001,smitd007,sevep001,stewd002,0
2020-07-29,2020,7,29,TOR,WAS,0,4,pearn001,schem001,hernt002,biggc002,gurrl001,guerv002,tellr001,jansd001,panij002,espis001,fishd001,turnt001,eatoa002,cabra002,thame001,suzuk001,casts001,kiebc001,steva001,roblv001,1
2020-07-29,2020,7,29,SDN,SFN,6,7,paddc001,cuetj001,tatif002,grist001,machm001,phamt001,garcg002,myerw001,cronj001,hedga001,olive001,yastm001,sandp001,florw001,dicka001,pench001,crawb001,solad001,slata001,tromc001,1
2020-07-29,2020,7,29,MIL,PIT,3,0,woodb005,musgj001,sogae001,yelic001,hiurk001,morrl001,smoaj001,narvo001,garca003,gameb001,holtb002,fraza001,evanp001,bellj005,morac001,reynb001,polag001,stalj001,dysoj001,gonze004,0
2020-07-29,2020,7,29,BOS,NYN,6,5,eovan001,degrj001,benia002,martj006,dever001,morem001,vazqc001,verda001,peraj003,bradj001,lin-t001,nimmb001,mcnej002,alonp001,confm001,smitd008,cespy001,canor001,gimea001,river003,0
2020-07-29,2020,7,29,CHN,CIN,7,12,hendk001,grays001,bryak001,rizza001,baezj001,schwk001,contw001,heywj001,happi001,carav001,hoern001,akiys001,vottj001,suare001,mousm001,castn001,winkj002,senzn001,galvf001,barnt001,1
2020-07-29,2020,7,29,TBA,ATL,4,7,mortc002,sorom001,loweb001,wendj002,diazy001,tsuty001,margm001,kierk001,renfh001,adamw002,zunim001,acunr001,albio001,freef001,ozunm001,adamm002,darnt001,swand001,rilea001,incie001,1
2020-07-29,2020,7,29,SEA,LAA,10,7,dunnj002,heLAA001,crawj002,white005,lewik001,seagk001,lopet001,marmj001,moord002,gordd002,odomj001,fletd002,troum001,renda001,ohtas001,uptoj001,lastt001,walsj001,castj006,goodb001,0
2020-07-30,2020,7,30,SEA,LAA,8,5,gonzm005,bundd001,crawj002,lopet001,lewik001,seagk001,marmj001,longs001,voged001,smitm007,hudsj002,fletd002,goodb001,renda001,uptoj001,ohtas001,pujoa001,wardt002,stasm001,rengl001,0
2020-07-30,2020,7,30,KCA,DET,5,3,singb001,novai001,merrw001,solej001,peres002,ohear001,franm004,gorda001,mondr003,cordf003,philb002,casth001,schoj001,cabrm001,cronc002,stewc002,maybc001,candj002,romia002,jonej006,0
2020-07-30,2020,7,30,NYA,BAL,8,6,happj001,meanj001,lemad001,judga001,torrg001,stanm004,hicka001,voitl001,sancg002,urshg001,andum001,haysa001,albeh001,nuner001,santa003,sevep001,smitd007,valap001,ruizr002,mullc002,0
2020-07-30,2020,7,30,TOR,WAS,4,6,ryu-h001,fedde001,bichb001,biggc002,gurrl001,guerv002,tellr001,hernt002,fishd001,jansd001,drurb001,turnt001,eatoa002,casts001,cabra002,suzuk001,harrj002,kiebc001,roblv001,taylm002,1
2020-07-30,2020,7,30,CLE,MIN,2,0,biebs001,berrj001,hernc005,ramij003,lindf001,santc002,reyef001,zimmb001,santd002,leons001,merco003,keplm001,donaj001,polaj001,cruzn002,rosae001,garvm001,arral001,sanom001,buxtb001,0
2020-07-30,2020,7,30,BOS,NYN,4,2,perem004,matzs001,peraj003,pillk001,martj006,bogax001,vazqc001,verda001,chavm001,benia002,arauj001,rosaa003,alonp001,mcnej002,davij006,confm001,cespy001,dozib001,ramow001,nimmb001,0
2020-07-30,2020,7,30,TBA,ATL,1,2,yarbr001,friem001,diazy001,martj008,loweb001,renfh001,adamw002,brosm001,wendj002,margm001,zunim001,acunr001,albio001,freef001,ozunm001,duvaa001,swand001,camaj001,rilea001,flowt001,1
2020-07-30,2020,7,30,LAN,ARI,6,3,strir001,ray-r002,bettm001,muncm001,turnj001,bellc002,polla001,taylc001,seagc001,herne001,smitw003,martk001,calhk001,marts002,escoe001,walkc002,perad001,kellc002,lambj001,ahmen001,0
2020-07-30,2020,7,30,SDN,SFN,12,7,lamed001,gausk001,tatif002,grist001,machm001,phamt001,profj001,myerw001,frant002,mejif001,olive001,yastm001,dicka001,solad001,beltb001,longe001,sandp001,crawb001,heint001,duggs001,0
2020-07-31,2020,7,31,OAK,SEA,3,5,mLAAs001,walkt004,semim001,laurr001,chapm001,olsom001,canhm001,grosr001,piscs001,murps001,kempt001,crawj002,lopet001,lewik001,seagk001,white005,nolaa002,longs001,moord002,gordd002,1
2020-07-31,2020,7,31,BOS,NYA,1,5,weber001,montj004,pillk001,martj006,dever001,bogax001,vazqc001,verda001,chavm001,bradj001,peraj003,lemad001,judga001,torrg001,stanm004,hicka001,voitl001,urshg001,gardb001,higak001,1
2020-07-31,2020,7,31,CLE,MIN,1,4,clevm001,dobnr001,hernc005,ramij003,lindf001,santc002,reyef001,luplj001,santd002,taylb003,merco003,keplm001,donaj001,polaj001,cruzn002,rosae001,cavej001,gonzm002,arral001,avila001,1
2020-07-31,2020,7,31,CHA,KCA,3,2,keucd001,bubik001,andet001,moncy001,abrej003,grany001,jimee001,robel002,mccaj001,engea001,madrn001,merrw001,mondr003,peres002,solej001,franm004,mcbrr001,gorda001,starb001,lopen001,0
2020-07-31,2020,7,31,CIN,DET,2,7,castl003,turns003,akiys001,vottj001,suare001,mousm001,castn001,winkj002,senzn001,galvf001,barnt001,goodn002,schoj001,cabrm001,cronc002,casth001,reyev001,stewc002,romia002,jonej006,1
2020-07-31,2020,7,31,TBA,BAL,3,6,snelb001,cobba001,choij001,loweb001,adamw002,tsuty001,diazy001,renfh001,kierk001,margm001,zunim001,haysa001,albeh001,nuner001,santa003,sevep001,ruizr002,valap001,stewd002,velaa001,1
2020-07-31,2020,7,31,TEX,SFN,2,9,minom001,webbl001,choos001,solan001,odorr001,gallj002,frazt001,calhw001,andre001,chirr001,kinei001,slata001,florw001,yastm001,pench001,longe001,solad001,ruf-d001,tromc001,dubom001,1
2020-07-31,2020,7,31,SDN,COL,8,7,richg002,grayj003,tatif002,grist001,machm001,phamt001,profj001,myerw001,naylj001,hedga001,cronj001,dahld001,stort001,blacc001,arenn001,murpd006,mcmar001,hills005,tapir001,woltt001,0
2020-07-31,2020,7,31,PIT,CHN,3,6,willt002,darvy001,fraza001,newmk001,bellj005,morac001,reynb001,polag001,tuckc001,stalj001,dysoj001,bryak001,rizza001,baezj001,schwk001,contw001,heywj001,carav001,kipnj001,happi001,1
2020-07-31,2020,7,31,NYN,ATL,10,11,porcr001,newcs001,rosaa003,nimmb001,alonp001,davij006,confm001,cespy001,canor001,ramow001,gimea001,acunr001,swand001,freef001,ozunm001,adamm002,darnt001,rilea001,hecha001,incie001,1
2020-07-31,2020,7,31,LAN,ARI,3,5,gonst001,gallz001,muncm001,bettm001,bellc002,turnj001,seagc001,taylc001,pedej001,riose001,barna001,martk001,calhk001,marts002,escoe001,walkc002,perad001,vogts001,lambj001,vargi001,1
2020-07-31,2020,7,31,HOU,LAA,9,6,mccul002,andrm001,sprig001,altuj001,brega001,branm003,gurry001,corrc001,reddj001,tuckk001,maldm001,fletd002,goodb001,renda001,ohtas001,uptoj001,lastt001,rengl001,castj006,hermm001,0
2020-08-01,2020,8,1,CHA,KCA,11,5,gonzg003,bolar001,robel002,moncy001,abrej003,grany001,encae001,jimee001,garcl004,engea001,madrn001,merrw001,solej001,peres002,mcbrr001,franm004,mondr003,ohear001,starb001,lopen001,0
2020-08-01,2020,8,1,OAK,SEA,3,2,fierm001,kikuy001,semim001,chapm001,laurr001,canhm001,olsom001,pindc001,davik003,piscs001,murps001,crawj002,nolaa002,lewik001,seagk001,white005,marmj001,longs001,voged001,moord002,0
2020-08-01,2020,8,1,BOS,NYA,2,5,godlz001,tLAAm001,benia002,pillk001,dever001,bogax001,morem001,vazqc001,verda001,bradj001,lin-t001,lemad001,judga001,torrg001,stanm004,voitl001,taucm001,sancg002,urshg001,gardb001,1
2020-08-01,2020,8,1,CLE,MIN,0,3,carrc003,maedk001,hernc005,ramij003,lindf001,santc002,reyef001,zimmb001,santd002,leons001,johnd006,keplm001,polaj001,cruzn002,rosae001,garvm001,arral001,sanom001,gonzm002,buxtb001,1
2020-08-01,2020,8,1,TBA,BAL,4,5,glast001,leblw001,diazy001,brosm001,tsuty001,martj008,adamw002,renfh001,zunim001,margm001,wendj002,haysa001,albeh001,santa003,nuner001,smitd007,sevep001,ruizr002,siscc001,velaa001,1
2020-08-01,2020,8,1,HOU,LAA,4,5,greiz001,canng001,sprig001,altuj001,brega001,tuckk001,gurry001,corrc001,reddj001,toroa001,maldm001,fletd002,goodb001,renda001,uptoj001,pujoa001,rengl001,castj006,wardt002,thaim001,1
2020-08-01,2020,8,1,TEX,SFN,3,7,lylej001,smyld001,andre001,solan001,odorr001,gallj002,frazt001,chirr001,heins001,kinei001,refsr001,yastm001,dicka001,solad001,beltb001,longe001,sandp001,crawb001,heint001,duggs001,1
